year,month,program,script,live_call,adherent,days_to_refill_band,days_missed_band,engaged,days_to_initial_call,targeted_members,outreached_members,reached_members,engaged_members,days_to_refill,days_missed
2015,7,IVR,Late to Refill,0,0,10-Aug,14-Aug,0,1445,715,715,321,0,6424,6600
2015,7,IVR,Late to Refill,0,0,10-Aug,14-Aug,1,331,158,158,155,158,1434,1468
2015,7,IVR,Late to Refill,0,0,10-Aug,>60,0,6,3,3,0,0,27,203
2015,7,IVR,Late to Refill,0,0,<=3,15-21,0,147,51,51,12,0,91,883
2015,7,IVR,Late to Refill,0,0,<=3,15-21,1,34,17,17,17,17,29,309
2015,7,IVR,Late to Refill,0,0,<=3,22-30,0,320,160,160,40,0,307,4540
2015,7,IVR,Late to Refill,0,0,<=3,22-30,1,91,38,38,37,38,67,1058
2015,7,IVR,Late to Refill,0,0,<=3,31-60,0,223,104,104,31,0,208,5266
2015,7,IVR,Late to Refill,0,0,<=3,31-60,1,79,32,32,30,32,47,1594
2015,7,IVR,Late to Refill,0,0,<=3,14-Aug,0,198,99,99,45,0,194,1037
2015,7,IVR,Late to Refill,0,0,<=3,14-Aug,1,68,34,34,34,34,76,353
2015,7,IVR,Late to Refill,0,0,<=3,<=7,0,2859,1332,1332,662,0,2571,2925
2015,7,IVR,Late to Refill,0,0,<=3,<=7,1,811,368,368,365,368,727,858
2015,7,IVR,Late to Refill,0,0,<=3,>60,0,6,3,3,0,0,7,255
2015,7,IVR,Late to Refill,0,0,<=3,>60,1,4,2,2,2,2,2,152
2015,7,IVR,Late to Refill,0,0,>10,15-21,0,2615,1240,1240,454,0,24297,22343
2015,7,IVR,Late to Refill,0,0,>10,15-21,1,507,246,246,246,246,4806,4436
2015,7,IVR,Late to Refill,0,0,>10,22-30,0,2944,1442,1442,480,0,37604,38317
2015,7,IVR,Late to Refill,0,0,>10,22-30,1,654,312,312,307,312,8310,8313
2015,7,IVR,Late to Refill,0,0,>10,31-60,0,7841,3673,3673,1201,0,147596,173848
2015,7,IVR,Late to Refill,0,0,>10,31-60,1,1561,713,713,702,713,28282,33201
2015,7,IVR,Late to Refill,0,0,>10,14-Aug,0,1903,914,914,347,0,15681,11485
2015,7,IVR,Late to Refill,0,0,>10,14-Aug,1,401,193,193,192,193,3099,2362
2015,7,IVR,Late to Refill,0,0,>10,<=7,0,110,40,40,12,0,5558,160
2015,7,IVR,Late to Refill,0,0,>10,<=7,1,26,13,13,13,13,2518,47
2015,7,IVR,Late to Refill,0,0,>10,>60,0,17152,7871,7871,2417,0,1150571,680817
2015,7,IVR,Late to Refill,0,0,>10,>60,1,3736,1643,1643,1620,1643,248342,143196
2015,7,IVR,Late to Refill,0,1,7-Apr,15-21,0,22,11,11,1,0,64,175
2015,7,IVR,Late to Refill,0,1,7-Apr,15-21,1,21,3,3,3,3,18,50
2015,7,IVR,Late to Refill,0,1,7-Apr,22-30,0,28,14,14,3,0,80,364
2015,7,IVR,Late to Refill,0,1,7-Apr,22-30,1,10,5,5,5,5,21,122
2015,7,IVR,Late to Refill,0,1,7-Apr,31-60,0,20,10,10,0,0,49,505
2015,7,IVR,Late to Refill,0,1,7-Apr,31-60,1,4,2,2,2,2,9,120
2015,7,IVR,Late to Refill,0,1,7-Apr,14-Aug,0,42,21,21,7,0,105,245
2015,7,IVR,Late to Refill,0,1,7-Apr,<=7,0,348,144,144,52,0,783,793
2015,7,IVR,Late to Refill,0,1,7-Apr,<=7,1,76,38,38,38,38,183,184
2015,7,IVR,Late to Refill,0,1,10-Aug,15-21,0,10,5,5,0,0,41,79
2015,7,IVR,Late to Refill,0,1,10-Aug,15-21,1,2,1,1,1,1,10,20
2015,7,IVR,Late to Refill,0,1,10-Aug,22-30,0,16,8,8,2,0,74,216
2015,7,IVR,Late to Refill,0,1,10-Aug,31-60,0,4,2,2,1,0,18,93
2015,7,IVR,Late to Refill,0,1,10-Aug,31-60,1,14,7,7,7,7,64,378
2015,7,IVR,Late to Refill,0,1,10-Aug,14-Aug,0,164,82,82,32,0,734,742
2015,7,IVR,Late to Refill,0,1,10-Aug,14-Aug,1,69,27,27,27,27,252,252
2015,7,IVR,Late to Refill,0,1,<=3,15-21,0,12,6,6,1,0,12,102
2015,7,IVR,Late to Refill,0,1,<=3,22-30,0,18,9,9,2,0,16,245
2015,7,IVR,Late to Refill,0,1,<=3,22-30,1,4,2,2,2,2,4,60
2015,7,IVR,Late to Refill,0,1,<=3,31-60,0,6,3,3,1,0,6,107
2015,7,IVR,Late to Refill,0,1,<=3,31-60,1,6,3,3,3,3,8,155
2015,7,IVR,Late to Refill,0,1,<=3,14-Aug,0,32,16,16,2,0,28,158
2015,7,IVR,Late to Refill,0,1,<=3,14-Aug,1,14,7,7,7,7,14,80
2015,7,IVR,Late to Refill,0,1,<=3,<=7,0,511,203,203,74,0,373,452
2015,7,IVR,Late to Refill,0,1,<=3,<=7,1,122,61,61,61,61,105,139
2015,7,IVR,Late to Refill,0,1,>10,15-21,0,305,130,130,36,0,2637,2363
2015,7,IVR,Late to Refill,0,1,>10,15-21,1,50,25,25,25,25,427,443
2015,7,IVR,Late to Refill,0,1,>10,22-30,0,289,122,122,23,0,3746,3215
2015,7,IVR,Late to Refill,0,1,>10,22-30,1,76,23,23,23,23,792,614
2015,7,IVR,Late to Refill,0,1,>10,31-60,0,453,174,174,61,0,7661,7723
2015,7,IVR,Late to Refill,0,1,>10,31-60,1,174,57,57,56,57,2277,2455
2015,7,IVR,Late to Refill,0,1,>10,14-Aug,0,142,71,71,27,0,1436,892
2015,7,IVR,Late to Refill,0,1,>10,14-Aug,1,50,25,25,25,25,316,316
2015,7,IVR,Late to Refill,0,1,>10,<=7,0,50,10,10,1,0,1386,39
2015,7,IVR,Late to Refill,0,1,>10,<=7,1,6,3,3,2,3,350,7
2015,7,IVR,Late to Refill,0,1,>10,>60,0,3754,1772,1772,523,0,304354,158248
2015,7,IVR,Late to Refill,0,1,>10,>60,1,1052,496,496,496,496,87746,44275
2015,7,IVR,Chronic Non-Adherent,0,0,,,,,29081,0,,,,
2015,7,IVR,Chronic Non-Adherent,0,0,7-Apr,15-21,0,4,2,2,0,0,11,36
2015,7,IVR,Chronic Non-Adherent,0,0,7-Apr,22-30,0,10,5,5,0,0,29,118
2015,7,IVR,Chronic Non-Adherent,0,0,7-Apr,31-60,0,16,8,8,0,0,42,331
2015,7,IVR,Chronic Non-Adherent,0,0,7-Apr,31-60,1,2,1,1,0,1,4,55
2015,7,IVR,Chronic Non-Adherent,0,0,7-Apr,14-Aug,1,4,2,2,2,2,11,23
2015,7,IVR,Chronic Non-Adherent,0,0,7-Apr,<=7,0,16,8,8,3,0,40,8
2015,7,IVR,Chronic Non-Adherent,0,0,7-Apr,<=7,1,36,18,18,17,18,102,11
2015,7,IVR,Chronic Non-Adherent,0,0,7-Apr,>60,0,2,1,1,0,0,5,64
2015,7,IVR,Chronic Non-Adherent,0,0,10-Aug,15-21,0,4,2,2,0,0,18,36
2015,7,IVR,Chronic Non-Adherent,0,0,10-Aug,31-60,0,10,5,5,1,0,46,212
2015,7,IVR,Chronic Non-Adherent,0,0,10-Aug,31-60,1,2,1,1,1,1,10,31
2015,7,IVR,Chronic Non-Adherent,0,0,10-Aug,14-Aug,0,2,1,1,1,0,8,14
2015,7,IVR,Chronic Non-Adherent,0,0,10-Aug,14-Aug,1,2,1,1,1,1,8,8
2015,7,IVR,Chronic Non-Adherent,0,0,10-Aug,<=7,0,24,12,12,3,0,105,11
2015,7,IVR,Chronic Non-Adherent,0,0,10-Aug,<=7,1,4,2,2,2,2,20,0
2015,7,IVR,Chronic Non-Adherent,0,0,10-Aug,>60,1,2,1,1,1,1,9,63
2015,7,IVR,Chronic Non-Adherent,0,0,<=3,15-21,0,4736,2248,2248,656,0,5,40200
2015,7,IVR,Chronic Non-Adherent,0,0,<=3,15-21,1,1865,835,835,823,835,2,14687
2015,7,IVR,Chronic Non-Adherent,0,0,<=3,22-30,0,4729,2192,2192,598,0,0,56060
2015,7,IVR,Chronic Non-Adherent,0,0,<=3,22-30,1,1582,686,686,680,686,2,17667
2015,7,IVR,Chronic Non-Adherent,0,0,<=3,31-60,0,8862,4011,4011,1043,0,0,173756
2015,7,IVR,Chronic Non-Adherent,0,0,<=3,31-60,1,2902,1391,1391,1382,1391,7,60741
2015,7,IVR,Chronic Non-Adherent,0,0,<=3,14-Aug,0,7558,3449,3449,1020,0,16,36419
2015,7,IVR,Chronic Non-Adherent,0,0,<=3,14-Aug,1,2846,1213,1213,1195,1213,0,13113
2015,7,IVR,Chronic Non-Adherent,0,0,<=3,<=7,0,39425,18415,18415,6419,0,35,25567
2015,7,IVR,Chronic Non-Adherent,0,0,<=3,<=7,1,14507,6556,6556,6511,6556,34,8032
2015,7,IVR,Chronic Non-Adherent,0,0,<=3,>60,0,3872,1801,1801,415,0,0,132527
2015,7,IVR,Chronic Non-Adherent,0,0,<=3,>60,1,1105,500,500,494,500,0,36664
2015,7,IVR,Chronic Non-Adherent,0,0,>10,15-21,0,73,29,29,4,0,3413,505
2015,7,IVR,Chronic Non-Adherent,0,0,>10,15-21,1,26,13,13,13,13,970,231
2015,7,IVR,Chronic Non-Adherent,0,0,>10,22-30,0,90,45,45,12,0,6307,1151
2015,7,IVR,Chronic Non-Adherent,0,0,>10,22-30,1,32,16,16,15,16,2155,431
2015,7,IVR,Chronic Non-Adherent,0,0,>10,31-60,0,172,71,71,12,0,9653,3062
2015,7,IVR,Chronic Non-Adherent,0,0,>10,31-60,1,47,16,16,16,16,2329,673
2015,7,IVR,Chronic Non-Adherent,0,0,>10,14-Aug,0,144,72,72,23,0,7953,806
2015,7,IVR,Chronic Non-Adherent,0,0,>10,14-Aug,1,46,23,23,23,23,3160,256
2015,7,IVR,Chronic Non-Adherent,0,0,>10,<=7,0,896,403,403,118,0,44555,361
2015,7,IVR,Chronic Non-Adherent,0,0,>10,<=7,1,335,145,145,144,145,14891,83
2015,7,IVR,Chronic Non-Adherent,0,0,>10,>60,0,52,26,26,1,0,3920,1940
2015,7,IVR,Chronic Non-Adherent,0,0,>10,>60,1,18,9,9,9,9,1622,651
2015,7,IVR,Chronic Non-Adherent,0,1,,,,,37075,0,,,,
2015,7,IVR,Chronic Non-Adherent,0,1,7-Apr,15-21,0,8,4,4,4,0,16,60
2015,7,IVR,Chronic Non-Adherent,0,1,7-Apr,15-21,1,2,1,1,1,1,4,16
2015,7,IVR,Chronic Non-Adherent,0,1,7-Apr,22-30,0,4,2,2,0,0,8,54
2015,7,IVR,Chronic Non-Adherent,0,1,7-Apr,14-Aug,0,12,6,6,2,0,35,65
2015,7,IVR,Chronic Non-Adherent,0,1,7-Apr,14-Aug,1,6,3,3,3,3,16,36
2015,7,IVR,Chronic Non-Adherent,0,1,7-Apr,<=7,0,186,93,93,45,0,496,42
2015,7,IVR,Chronic Non-Adherent,0,1,7-Apr,<=7,1,48,24,24,24,24,132,4
2015,7,IVR,Chronic Non-Adherent,0,1,7-Apr,>60,0,6,3,3,0,0,15,216
2015,7,IVR,Chronic Non-Adherent,0,1,7-Apr,>60,1,2,1,1,1,1,7,82
2015,7,IVR,Chronic Non-Adherent,0,1,10-Aug,15-21,0,4,2,2,0,0,19,34
2015,7,IVR,Chronic Non-Adherent,0,1,10-Aug,15-21,1,2,1,1,1,1,10,16
2015,7,IVR,Chronic Non-Adherent,0,1,10-Aug,22-30,1,2,1,1,1,1,9,26
2015,7,IVR,Chronic Non-Adherent,0,1,10-Aug,31-60,0,10,5,5,2,0,41,222
2015,7,IVR,Chronic Non-Adherent,0,1,10-Aug,31-60,1,2,1,1,1,1,9,39
2015,7,IVR,Chronic Non-Adherent,0,1,10-Aug,14-Aug,0,20,10,10,2,0,93,112
2015,7,IVR,Chronic Non-Adherent,0,1,10-Aug,<=7,0,72,36,36,12,0,327,14
2015,7,IVR,Chronic Non-Adherent,0,1,10-Aug,<=7,1,38,19,19,19,19,167,11
2015,7,IVR,Chronic Non-Adherent,0,1,10-Aug,>60,0,2,1,1,0,0,9,74
2015,7,IVR,Chronic Non-Adherent,0,1,10-Aug,>60,1,2,1,1,0,1,8,78
2015,7,IVR,Chronic Non-Adherent,0,1,<=3,15-21,0,2193,1014,1014,310,0,7,17945
2015,7,IVR,Chronic Non-Adherent,0,1,<=3,15-21,1,685,290,290,287,290,3,5041
2015,7,IVR,Chronic Non-Adherent,0,1,<=3,22-30,0,1682,796,796,207,0,3,20254
2015,7,IVR,Chronic Non-Adherent,0,1,<=3,22-30,1,550,245,245,243,245,0,6275
2015,7,IVR,Chronic Non-Adherent,0,1,<=3,31-60,0,2531,1198,1198,393,0,9,51349
2015,7,IVR,Chronic Non-Adherent,0,1,<=3,31-60,1,861,363,363,361,363,0,15927
2015,7,IVR,Chronic Non-Adherent,0,1,<=3,14-Aug,0,4176,1938,1938,628,0,4,20349
2015,7,IVR,Chronic Non-Adherent,0,1,<=3,14-Aug,1,1035,510,510,507,510,0,5334
2015,7,IVR,Chronic Non-Adherent,0,1,<=3,<=7,0,31383,14694,14694,5203,0,79,15756
2015,7,IVR,Chronic Non-Adherent,0,1,<=3,<=7,1,9991,4598,4598,4572,4598,28,4729
2015,7,IVR,Chronic Non-Adherent,0,1,<=3,>60,0,959,457,457,140,0,1,33357
2015,7,IVR,Chronic Non-Adherent,0,1,<=3,>60,1,234,117,117,116,117,0,8797
2015,7,IVR,Chronic Non-Adherent,0,1,>10,15-21,0,78,39,39,11,0,3328,668
2015,7,IVR,Chronic Non-Adherent,0,1,>10,15-21,1,18,9,9,9,9,271,165
2015,7,IVR,Chronic Non-Adherent,0,1,>10,22-30,0,50,25,25,7,0,2280,653
2015,7,IVR,Chronic Non-Adherent,0,1,>10,22-30,1,18,9,9,9,9,1055,210
2015,7,IVR,Chronic Non-Adherent,0,1,>10,31-60,0,72,36,36,11,0,2912,1591
2015,7,IVR,Chronic Non-Adherent,0,1,>10,31-60,1,28,14,14,14,14,1506,510
2015,7,IVR,Chronic Non-Adherent,0,1,>10,14-Aug,0,217,86,86,17,0,7491,912
2015,7,IVR,Chronic Non-Adherent,0,1,>10,14-Aug,1,48,24,24,24,24,1588,261
2015,7,IVR,Chronic Non-Adherent,0,1,>10,<=7,0,3146,1408,1408,498,0,146101,542
2015,7,IVR,Chronic Non-Adherent,0,1,>10,<=7,1,1149,507,507,505,507,52374,178
2015,7,IVR,Chronic Non-Adherent,0,1,>10,>60,0,50,10,10,2,0,1550,742
2015,7,IVR,Chronic Non-Adherent,0,1,>10,>60,1,2,1,1,1,1,22,66
2015,7,Live Call,Late to Refill,1,0,7-Apr,15-21,0,533,38,38,4,0,202,654
2015,7,Live Call,Late to Refill,1,0,7-Apr,15-21,1,176,15,15,15,15,84,269
2015,7,Live Call,Late to Refill,1,0,7-Apr,22-30,0,1224,86,86,7,0,500,2430
2015,7,Live Call,Late to Refill,1,0,7-Apr,22-30,1,633,42,42,42,42,222,1216
2015,7,Live Call,Late to Refill,1,0,7-Apr,31-60,0,974,61,61,11,0,358,2953
2015,7,Live Call,Late to Refill,1,0,7-Apr,31-60,1,483,36,36,36,36,197,1925
2015,7,Live Call,Late to Refill,1,0,7-Apr,14-Aug,0,752,49,49,3,0,273,555
2015,7,Live Call,Late to Refill,1,0,7-Apr,14-Aug,1,533,37,37,37,37,210,394
2015,7,Live Call,Late to Refill,1,0,7-Apr,<=7,0,4939,375,375,47,0,2091,2108
2015,7,Live Call,Late to Refill,1,0,7-Apr,<=7,1,2208,180,180,180,180,1002,1008
2015,7,Live Call,Late to Refill,1,0,10-Aug,15-21,0,566,39,39,7,0,325,715
2015,7,Live Call,Late to Refill,1,0,10-Aug,15-21,1,56,5,5,5,5,46,93
2015,7,Live Call,Late to Refill,1,0,10-Aug,22-30,0,1017,65,65,9,0,565,1825
2015,7,Live Call,Late to Refill,1,0,10-Aug,22-30,1,218,17,17,17,17,143,481
2015,7,Live Call,Late to Refill,1,0,10-Aug,31-60,0,935,63,63,6,0,573,3111
2015,7,Live Call,Late to Refill,1,0,10-Aug,31-60,1,288,20,20,20,20,175,985
2015,7,Live Call,Late to Refill,1,0,10-Aug,14-Aug,0,3643,288,288,29,0,2540,2644
2015,7,Live Call,Late to Refill,1,0,10-Aug,14-Aug,1,1156,98,98,98,98,879,909
2015,7,Live Call,Late to Refill,1,0,<=3,15-21,0,343,28,28,4,0,53,498
2015,7,Live Call,Late to Refill,1,0,<=3,15-21,1,187,13,13,13,13,28,230
2015,7,Live Call,Late to Refill,1,0,<=3,22-30,0,1396,101,101,11,0,173,2849
2015,7,Live Call,Late to Refill,1,0,<=3,22-30,1,306,21,21,21,21,37,573
2015,7,Live Call,Late to Refill,1,0,<=3,31-60,0,1134,68,68,6,0,132,3165
2015,7,Live Call,Late to Refill,1,0,<=3,31-60,1,182,17,17,17,17,26,915
2015,7,Live Call,Late to Refill,1,0,<=3,14-Aug,0,1143,71,71,10,0,145,743
2015,7,Live Call,Late to Refill,1,0,<=3,14-Aug,1,232,15,15,15,15,29,174
2015,7,Live Call,Late to Refill,1,0,<=3,<=7,0,5825,477,477,70,0,901,1102
2015,7,Live Call,Late to Refill,1,0,<=3,<=7,1,2431,191,191,191,191,352,403
2015,7,Live Call,Late to Refill,1,0,<=3,>60,0,15,1,1,0,0,1,67
2015,7,Live Call,Late to Refill,1,0,>10,15-21,0,6040,482,482,52,0,9447,8538
2015,7,Live Call,Late to Refill,1,0,>10,15-21,1,2160,174,174,174,174,4122,3182
2015,7,Live Call,Late to Refill,1,0,>10,22-30,0,8995,639,639,69,0,15968,16948
2015,7,Live Call,Late to Refill,1,0,>10,22-30,1,3628,272,272,272,272,7570,7258
2015,7,Live Call,Late to Refill,1,0,>10,31-60,0,24174,1762,1762,183,0,68182,84410
2015,7,Live Call,Late to Refill,1,0,>10,31-60,1,8328,603,603,603,603,23167,28719
2015,7,Live Call,Late to Refill,1,0,>10,14-Aug,0,4231,325,325,33,0,5112,4076
2015,7,Live Call,Late to Refill,1,0,>10,14-Aug,1,1817,133,133,133,133,1838,1677
2015,7,Live Call,Late to Refill,1,0,>10,<=7,0,91,8,8,1,0,1007,38
2015,7,Live Call,Late to Refill,1,0,>10,<=7,1,75,5,5,5,5,434,14
2015,7,Live Call,Late to Refill,1,0,>10,>60,0,49821,3524,3524,338,0,485450,305611
2015,7,Live Call,Late to Refill,1,0,>10,>60,1,16837,1210,1210,1210,1210,167765,104680
2015,7,Live Call,Late to Refill,1,1,7-Apr,15-21,0,16,1,1,0,0,7,16
2015,7,Live Call,Late to Refill,1,1,7-Apr,15-21,1,3,1,1,1,1,4,20
2015,7,Live Call,Late to Refill,1,1,7-Apr,22-30,0,124,6,6,1,0,30,173
2015,7,Live Call,Late to Refill,1,1,7-Apr,22-30,1,51,3,3,3,3,21,90
2015,7,Live Call,Late to Refill,1,1,7-Apr,31-60,0,52,4,4,0,0,18,212
2015,7,Live Call,Late to Refill,1,1,7-Apr,14-Aug,0,198,11,11,1,0,46,108
2015,7,Live Call,Late to Refill,1,1,7-Apr,14-Aug,1,39,5,5,5,5,28,51
2015,7,Live Call,Late to Refill,1,1,7-Apr,<=7,0,1078,73,73,16,0,392,393
2015,7,Live Call,Late to Refill,1,1,7-Apr,<=7,1,424,32,32,32,32,186,188
2015,7,Live Call,Late to Refill,1,1,10-Aug,15-21,0,51,4,4,3,0,33,72
2015,7,Live Call,Late to Refill,1,1,10-Aug,15-21,1,22,2,2,2,2,18,31
2015,7,Live Call,Late to Refill,1,1,10-Aug,22-30,0,149,8,8,0,0,70,224
2015,7,Live Call,Late to Refill,1,1,10-Aug,31-60,0,15,1,1,0,0,8,54
2015,7,Live Call,Late to Refill,1,1,10-Aug,31-60,1,10,1,1,1,1,10,40
2015,7,Live Call,Late to Refill,1,1,10-Aug,14-Aug,0,398,32,32,2,0,284,298
2015,7,Live Call,Late to Refill,1,1,10-Aug,14-Aug,1,77,6,6,6,6,57,61
2015,7,Live Call,Late to Refill,1,1,<=3,15-21,0,70,5,5,0,0,11,83
2015,7,Live Call,Late to Refill,1,1,<=3,15-21,1,30,2,2,2,2,5,32
2015,7,Live Call,Late to Refill,1,1,<=3,22-30,0,75,7,7,2,0,11,190
2015,7,Live Call,Late to Refill,1,1,<=3,22-30,1,60,4,4,4,4,9,114
2015,7,Live Call,Late to Refill,1,1,<=3,31-60,0,36,3,3,2,0,7,180
2015,7,Live Call,Late to Refill,1,1,<=3,14-Aug,0,69,5,5,1,0,7,56
2015,7,Live Call,Late to Refill,1,1,<=3,14-Aug,1,43,4,4,4,4,9,41
2015,7,Live Call,Late to Refill,1,1,<=3,<=7,0,1157,90,90,10,0,171,204
2015,7,Live Call,Late to Refill,1,1,<=3,<=7,1,472,36,36,36,36,63,80
2015,7,Live Call,Late to Refill,1,1,>10,15-21,0,545,43,43,8,0,881,812
2015,7,Live Call,Late to Refill,1,1,>10,15-21,1,193,15,15,15,15,270,280
2015,7,Live Call,Late to Refill,1,1,>10,22-30,0,622,46,46,5,0,1741,1196
2015,7,Live Call,Late to Refill,1,1,>10,22-30,1,208,15,15,15,15,551,400
2015,7,Live Call,Late to Refill,1,1,>10,31-60,0,920,69,69,6,0,3198,3122
2015,7,Live Call,Late to Refill,1,1,>10,31-60,1,301,18,18,18,18,690,830
2015,7,Live Call,Late to Refill,1,1,>10,14-Aug,0,631,43,43,6,0,771,558
2015,7,Live Call,Late to Refill,1,1,>10,14-Aug,1,243,15,15,15,15,529,187
2015,7,Live Call,Late to Refill,1,1,>10,>60,0,10688,746,746,84,0,118076,66734
2015,7,Live Call,Late to Refill,1,1,>10,>60,1,3863,275,275,275,275,44131,24547
2015,7,Live Call,Chronic Non-Adherent,0,0,,,,,3553,0,,,,
2015,7,Live Call,Chronic Non-Adherent,0,1,,,,,210,0,,,,
2015,7,Live Call,Chronic Non-Adherent,1,0,7-Apr,22-30,0,26,1,1,0,0,7,24
2015,7,Live Call,Chronic Non-Adherent,1,0,7-Apr,31-60,0,45,3,3,0,0,19,128
2015,7,Live Call,Chronic Non-Adherent,1,0,7-Apr,<=7,0,307,16,16,3,0,79,4
2015,7,Live Call,Chronic Non-Adherent,1,0,7-Apr,<=7,1,95,6,6,6,6,31,0
2015,7,Live Call,Chronic Non-Adherent,1,0,7-Apr,>60,0,13,1,1,0,0,7,64
2015,7,Live Call,Chronic Non-Adherent,1,0,10-Aug,15-21,1,21,1,1,1,1,10,20
2015,7,Live Call,Chronic Non-Adherent,1,0,10-Aug,22-30,0,35,2,2,1,0,18,52
2015,7,Live Call,Chronic Non-Adherent,1,0,10-Aug,31-60,0,23,1,1,0,0,10,34
2015,7,Live Call,Chronic Non-Adherent,1,0,10-Aug,14-Aug,0,21,2,2,1,0,16,18
2015,7,Live Call,Chronic Non-Adherent,1,0,10-Aug,14-Aug,1,22,2,2,2,2,16,23
2015,7,Live Call,Chronic Non-Adherent,1,0,10-Aug,<=7,0,155,12,12,0,0,117,19
2015,7,Live Call,Chronic Non-Adherent,1,0,10-Aug,<=7,1,23,3,3,3,3,28,3
2015,7,Live Call,Chronic Non-Adherent,1,0,10-Aug,>60,0,30,3,3,0,0,26,217
2015,7,Live Call,Chronic Non-Adherent,1,0,<=3,15-21,0,18852,1391,1391,137,0,0,24763
2015,7,Live Call,Chronic Non-Adherent,1,0,<=3,15-21,1,6863,504,504,504,504,0,8951
2015,7,Live Call,Chronic Non-Adherent,1,0,<=3,22-30,0,18084,1360,1360,162,0,0,35137
2015,7,Live Call,Chronic Non-Adherent,1,0,<=3,22-30,1,6870,505,505,505,505,3,12964
2015,7,Live Call,Chronic Non-Adherent,1,0,<=3,31-60,0,32609,2444,2444,264,0,0,106316
2015,7,Live Call,Chronic Non-Adherent,1,0,<=3,31-60,1,12042,911,911,911,911,3,39635
2015,7,Live Call,Chronic Non-Adherent,1,0,<=3,14-Aug,0,25880,1957,1957,208,0,2,21105
2015,7,Live Call,Chronic Non-Adherent,1,0,<=3,14-Aug,1,8834,671,671,671,671,0,7165
2015,7,Live Call,Chronic Non-Adherent,1,0,<=3,<=7,0,116720,8910,8910,1042,0,36,13021
2015,7,Live Call,Chronic Non-Adherent,1,0,<=3,<=7,1,47236,3567,3567,3567,3567,5,5219
2015,7,Live Call,Chronic Non-Adherent,1,0,<=3,>60,0,13667,1063,1063,132,0,0,76539
2015,7,Live Call,Chronic Non-Adherent,1,0,<=3,>60,1,4695,365,365,365,365,0,26402
2015,7,Live Call,Chronic Non-Adherent,1,0,>10,15-21,0,344,24,24,1,0,2744,414
2015,7,Live Call,Chronic Non-Adherent,1,0,>10,15-21,1,203,12,12,12,12,1327,206
2015,7,Live Call,Chronic Non-Adherent,1,0,>10,22-30,0,383,25,25,1,0,2640,662
2015,7,Live Call,Chronic Non-Adherent,1,0,>10,22-30,1,207,15,15,15,15,1555,405
2015,7,Live Call,Chronic Non-Adherent,1,0,>10,31-60,0,542,39,39,1,0,4227,1698
2015,7,Live Call,Chronic Non-Adherent,1,0,>10,31-60,1,351,27,27,27,27,3565,1149
2015,7,Live Call,Chronic Non-Adherent,1,0,>10,14-Aug,0,561,41,41,9,0,4166,469
2015,7,Live Call,Chronic Non-Adherent,1,0,>10,14-Aug,1,158,14,14,14,14,2092,151
2015,7,Live Call,Chronic Non-Adherent,1,0,>10,<=7,0,3437,252,252,28,0,27133,219
2015,7,Live Call,Chronic Non-Adherent,1,0,>10,<=7,1,1449,100,100,100,100,9072,99
2015,7,Live Call,Chronic Non-Adherent,1,0,>10,>60,0,292,24,24,2,0,3758,1711
2015,7,Live Call,Chronic Non-Adherent,1,0,>10,>60,1,129,10,10,10,10,1002,670
2015,7,Live Call,Chronic Non-Adherent,1,1,7-Apr,15-21,0,16,1,1,0,0,5,16
2015,7,Live Call,Chronic Non-Adherent,1,1,7-Apr,15-21,1,16,2,2,2,2,14,40
2015,7,Live Call,Chronic Non-Adherent,1,1,7-Apr,22-30,0,16,1,1,0,0,6,29
2015,7,Live Call,Chronic Non-Adherent,1,1,7-Apr,14-Aug,0,10,1,1,0,0,7,14
2015,7,Live Call,Chronic Non-Adherent,1,1,7-Apr,14-Aug,1,24,2,2,2,2,10,20
2015,7,Live Call,Chronic Non-Adherent,1,1,7-Apr,<=7,0,308,23,23,2,0,128,28
2015,7,Live Call,Chronic Non-Adherent,1,1,7-Apr,<=7,1,176,11,11,11,11,61,5
2015,7,Live Call,Chronic Non-Adherent,1,1,7-Apr,>60,0,53,3,3,0,0,19,211
2015,7,Live Call,Chronic Non-Adherent,1,1,7-Apr,>60,1,16,1,1,1,1,6,68
2015,7,Live Call,Chronic Non-Adherent,1,1,10-Aug,15-21,0,23,2,2,0,0,19,36
2015,7,Live Call,Chronic Non-Adherent,1,1,10-Aug,15-21,1,16,1,1,1,1,9,19
2015,7,Live Call,Chronic Non-Adherent,1,1,10-Aug,31-60,0,11,1,1,0,0,8,33
2015,7,Live Call,Chronic Non-Adherent,1,1,10-Aug,31-60,1,6,1,1,1,1,8,55
2015,7,Live Call,Chronic Non-Adherent,1,1,10-Aug,14-Aug,0,12,1,1,0,0,9,8
2015,7,Live Call,Chronic Non-Adherent,1,1,10-Aug,<=7,0,304,23,23,2,0,200,13
2015,7,Live Call,Chronic Non-Adherent,1,1,10-Aug,<=7,1,65,6,6,6,6,54,10
2015,7,Live Call,Chronic Non-Adherent,1,1,<=3,15-21,0,4541,349,349,34,0,5,6205
2015,7,Live Call,Chronic Non-Adherent,1,1,<=3,15-21,1,1902,144,144,144,144,2,2524
2015,7,Live Call,Chronic Non-Adherent,1,1,<=3,22-30,0,4032,304,304,34,0,0,7768
2015,7,Live Call,Chronic Non-Adherent,1,1,<=3,22-30,1,1487,109,109,109,109,0,2815
2015,7,Live Call,Chronic Non-Adherent,1,1,<=3,31-60,0,5473,398,398,32,0,0,16939
